,datetime,updated,headline,summary,symbols,sensation
1187,2016-05-10 18:33:48,2016-05-10 18:33:48,"Apple Shares Continue Afternoon Slide, Dell Computers To Offer $16B IG Bond Sale Which Is $4B Above Apple's February Issuance",,['AAPL']," -0.23 

In the given sentence, the aspect is ""AAPL"" (Apple). The sentiment strength for this sentence is -0.23."
1188,2016-05-10 18:52:02,2016-05-10 18:52:02,A New ETF Might Be The Optimal Way To Low Volatility,,"['AAPL', 'GOOGL']"," 0.12 

In the given sentence, the aspect is ""AAPL"". Based on the context provided in the sentence, what is the sentiment strength?

Sentiment Strength: 0.12"
1189,2016-05-11 10:51:59,2016-05-11 10:51:59,"UBS Maintains Buy on Apple, Lowers PT to $115.00, Reduces FY 2016/2017 EPS Estimates Citing Declining Customer Base And 'disappointing' Upgrade Cycle",,['AAPL']," -0.43 

In the given sentence, the aspect is ""AAPL"" (Apple Inc.). The sentiment strength for this sentence is -0.43."
1190,2016-05-11 12:13:03,2016-05-11 12:13:03,"UBS Doesn't Like Apple's Upgrade Cycle, Sees Declining New Customer Base",,['AAPL']," -0.567 

In the given sentences, you need to analyze the sentiment strength related to the aspect mentioned (Morrisons, IMI, and AAPL). The sentiment strength values are calculated based on the context of the sentence and the aspect. For example, in the first sentence, Morrisons is experiencing sales growth, which indicates a positive sentiment. In the second sentence, IMI is reporting a drop in revenue, which suggests a negative sentiment. And in the third sentence, UBS has a negative view about Apple's upgrade cycle and customer base, which also implies a negative sentiment."
1191,2016-05-11 13:18:56,2016-05-11 13:18:56,Smartphone Suppliers Are Screaming The Market Has Gone From Bad To Worse,,['AAPL']," -0.89 

In the first example, Morrisons is experiencing sales growth for two consecutive quarters, which indicates a positive sentiment. In the second example, IMI has reported a drop in organic revenue and warned about its full-year performance, indicating a negative sentiment. In the third example, the market situation for smartphone suppliers is described as going from bad to worse, with AAPL being mentioned, suggesting a strong negative sentiment."
1192,2016-05-11 15:37:15,2016-05-11 15:37:15,Nikkei's Asian Review Recently Publishes: 'Apple suppliers face bleak year as demand for iPhone 7 weak',,['AAPL']," -0.21 

In the given sentence, the aspect is ""AAPL"" (Apple Inc.). The sentiment strength of this statement is -0.21."
1193,2016-05-11 13:23:15,2016-05-11 17:01:30,BofA Upgrades IDTI to Buy; Has Higher Confidence In Growth,,"['AAPL', 'IDTI', 'INTC']"," 0.27 

In the given sentence, the aspect is ""AAPL"". The sentiment strength for this sentence is 0.27."
1194,2016-05-12 15:03:34,2016-05-12 15:03:34,Apple Knocking On The Door Of A Major Technical Breakdown,,['AAPL']," -0.678 

In the given sentence, the aspect is ""AAPL"" (Apple). The sentiment strength for this sentence is -0.678."
1195,2016-05-12 15:23:09,2016-05-12 15:23:09,People Are Going Crazy Over Apple's Taylor Swift Dance Party Commercial,,['AAPL']," 0.567 

In the given examples, the sentiment strength for Morrisons is 0.43, for IMI it is -0.344, and for AAPL it is 0.567."
1196,2016-05-12 16:16:17,2016-05-12 16:16:18,"Credit Suisse Defending Apple, Says Buy On Weakness, Reiterates Outperform, PT $150",,['AAPL']," 0.678 

In the given sentence, the aspect is ""AAPL"" (Apple Inc.). The sentiment strength for this sentence is 0.678."
1197,2016-05-12 18:10:22,2016-05-12 18:10:22,Apple Breaches Major Major Support Level,,['AAPL']," -0.12 

In the given sentence, the aspect is ""AAPL"" (Apple). The sentiment strength for this sentence is -0.12."
1198,2016-05-12 18:51:43,2016-05-12 18:51:43,Credit Suisse Says Buy The Weakness In Apple,,['AAPL']," 0.12 

In the given sentence, the aspect is ""AAPL"" (Apple Inc.). The sentiment strength for this sentence is 0.12."
1199,2016-05-12 17:28:33,2016-05-12 19:13:20,Why This Fund Manager Is Short Apple,,['AAPL']," -0.12 

In the first example, Morrisons is experiencing sales growth for two consecutive quarters, which indicates a positive sentiment towards the company. The sentiment strength of 0.43 suggests that the news is somewhat positive but not extremely so.

In the second example, IMI has reported a drop in its first-quarter organic revenue and warned about its full-year performance. This indicates a negative sentiment towards the company. The sentiment strength of -0.344 shows that the news is more negative than neutral but not extremely negative.

In the third example, the fund manager is shorting Apple, which implies a bearish view on the company's stock. However, the sentiment strength of -0.12 suggests that this news is only slightly negative and not strongly so."
1200,2016-05-13 10:50:12,2016-05-13 10:50:12,What To Expect From This 13F Season (And Which Hedge Funds To Watch),,"['AAPL', 'AGN', 'AMZN', 'BAX', 'FB', 'FOXA', 'GIS', 'GM', 'GOOG', 'GOOGL', 'JD', 'JNJ', 'LQD', 'M', 'MSFT', 'PFE', 'PG']"," 0.27 

In the first example, Morrisons is experiencing sales growth for two consecutive quarters, which indicates a positive sentiment. In the second example, IMI has reported a drop in organic revenue and warned about its full-year performance, which suggests a negative sentiment. In the third example, AAPL is mentioned in an article discussing hedge funds to watch during the 13F season, indicating a neutral or slightly positive sentiment."
1201,2016-05-13 12:33:13,2016-05-13 12:33:13,Apple Just Invested $1 Billion In Uber's Biggest Rival,,"['AAPL', 'BABA']"," 0.27 

In the given sentence, the aspect is ""AAPL"" (Apple). The sentiment strength for this sentence is 0.27."
1202,2016-05-13 13:03:26,2016-05-13 13:04:35,Biggest Company In The World: Apple And Alphabet Batttle For Most Valuable Title,,"['AAPL', 'GOOG']"," 0.21 

In the given sentence, the aspect is ""AAPL"" (Apple). The sentiment strength for this sentence is 0.21."
1203,2016-05-13 13:41:13,2016-05-13 13:41:14,Shares of EHI Car Services +7.5% @ $10.40; Co has a Stake in Didi Kuaidi,,"['AAPL', 'EHIC']"," 0.286 

In the given sentence, the aspect is ""AAPL"" (Apple Inc.). The sentiment strength for this sentence is 0.286."
1204,2016-05-13 13:42:34,2016-05-13 13:42:34,The Market In 5 Minutes: Friday The 13th,,"['AAPL', 'AGN', 'ANET', 'BUD', 'CXRX', 'CYBR', 'GOOG', 'HHC', 'JCP', 'LMT', 'MYL', 'NVDA', 'RIG', 'SBMRY', 'SHAK', 'VRX', 'WDC', 'XRT']"," 0.278 

In the given examples, the sentiment strength values are provided for different aspects (Morrisons, IMI, and AAPL). These values represent the positive or negative sentiment associated with each aspect in the respective sentences."
1205,2016-05-13 13:45:33,2016-05-13 13:45:33,How Much Trouble Is Apple In?,,"['AAPL', 'TSM']"," -0.12 

In the first example, Morrisons is experiencing sales growth for two consecutive quarters, which indicates a positive sentiment towards the company. The sentiment strength of 0.43 suggests that the positive sentiment is moderate to strong.

In the second example, IMI has reported a drop in its first-quarter organic revenue and warned about its full-year performance. This indicates a negative sentiment towards the company. The sentiment strength of -0.344 suggests that the negative sentiment is moderate.

In the third example, the question ""How Much Trouble Is Apple In?"" implies some concern or uncertainty about the company's situation. The sentiment strength of -0.12 indicates a mildly negative sentiment towards AAPL."
1206,2016-05-13 14:15:03,2016-05-13 14:15:03,"Bernstein's Brian White on Apple's Relationship with Didi: 'this enhances Apple's ecosystem in China, provides Apple with a better understanding of Chinese consumer, strengthens co.'s relationship with Chinese gov't.'",,['AAPL']," 0.678 

In the given sentence, the aspect is ""AAPL"" (Apple Inc.). The sentiment strength for this sentence is 0.678."
1207,2016-05-13 14:16:39,2016-05-13 14:16:39,UPDATE: Bernstein's White on Apple's Relationship with Didi: 'we believe Apple's interest in auto market continues to expand and ultimately could lead to an autonomous vehicle with an Apple logo',,['AAPL']," 0.23 

In the given examples, the sentiment strength for each aspect is calculated based on the context of the sentence. The values range from -1 (very negative) to 1 (very positive), where 0 is neutral."
1208,2016-05-13 15:20:24,2016-05-13 15:20:24,Why Is Your iTunes Music Disappearing?,,['AAPL']," -0.12 

In the first example, Morrisons is experiencing sales growth for two consecutive quarters, which indicates a positive sentiment. The second example shows IMI's drop in first-quarter organic revenue and warning on full-year performance, indicating a negative sentiment. In the third example, Apple (AAPL) is associated with iTunes music disappearing, which could be seen as a negative aspect but not strong enough to warrant a very negative sentiment strength."
1209,2016-05-13 15:59:27,2016-05-13 15:59:28,S&P 500 Index Futures Trading Flat In Choppy Session,,"['AAPL', 'AMZN', 'INDU', 'SPY']"," 0.12 

In the given sentence, the aspect is ""AAPL"". The sentiment strength for this sentence is 0.12."
1210,2016-05-13 16:09:20,2016-05-13 16:09:20,"Amid Weak iPhone Sales, Sterne Agee CRT Cuts Avago's Estimates",,"['AAPL', 'AVGO']"," -0.567 

In the given sentences, you need to analyze the sentiment strength related to the aspect mentioned in each sentence. For example, in the first sentence, the aspect is ""Morrisons"" and the sentiment strength is 0.43, which indicates a slightly positive sentiment towards Morrisons due to their book of sales growth for two consecutive quarters. In the second sentence, the aspect is ""IMI"", and the sentiment strength is -0.344, which suggests a slightly negative sentiment as they have reported a drop in first-quarter organic revenue and warned on full-year performance. In the third sentence, the aspect is ""AAPL"" (Apple Inc.), and the sentiment strength is -0.567, indicating a more negative sentiment due to weak iPhone sales affecting Avago's estimates."
1211,2016-05-13 17:08:12,2016-05-13 17:08:12,"Tim Cook Is 'Putting His Money Where His Mouth Is,' Says CNBC's Josh Lipton",,['AAPL']," 0.21 

In these examples, the sentiment strength is calculated based on the context and aspect provided in each sentence. The values can be positive, negative, or neutral depending on the context and aspect being analyzed."
1212,2016-05-13 18:04:48,2016-05-13 18:04:48,The Information's Jessica Lessin Suggests Apple's Latest Investment In China Is 'Political Related',,['AAPL']," 0.12 

In the given sentence, the aspect is ""AAPL"" (Apple Inc.). The sentiment strength for this sentence is 0.12."
1213,2016-05-13 18:56:32,2016-05-13 18:56:32,Didi Chuxing Investor Breaks Down Apple's $1 Billion Investment,,['AAPL']," 0.27 

In the given sentence, the aspect is ""AAPL"" (Apple Inc.). The sentiment strength for this sentence is 0.27."
1214,2016-05-13 20:18:42,2016-05-13 20:18:42,Tepper's Appaloosa Closes ~1.26M Share Apple Position,,['AAPL']," 0.07 

In the given sentence, the aspect is ""AAPL"" (Apple Inc.). The sentiment strength for this sentence is 0.07."
1215,2016-05-13 20:28:00,2016-05-13 20:28:01,Concerns About iPhone Production Cuts Likely Already Priced Into Suppliers,,"['AAPL', 'ARMH', 'AVGO', 'CRUS', 'INVN', 'QCOM', 'QRVO', 'SWKS', 'SYNA']"," -0.12 

In the given sentence, the aspect is ""AAPL"" (Apple Inc.). The sentiment strength for this sentence would be -0.12."
1216,2016-05-13 20:38:32,2016-05-13 20:38:32,Why Apple Could Fall Another 11%; Fundamentals & Technicals Suggest Investors Should Stay Away,,['AAPL']," -0.78 

In the given sentence, the aspect is ""AAPL"" (Apple Inc.). The sentiment strength for this sentence is -0.78, which indicates a negative sentiment towards Apple Inc."
1217,2016-05-13 20:56:04,2016-05-13 20:56:05,"David Tepper's Q1 Moves: Energy Transfer Partners, Alphabet, Apple, Mylan & Much More",,"['AAPL', 'BAC', 'ETP', 'FB', 'GOOG', 'HPE', 'MYL', 'PCLN', 'SPY']"," 0.278 

In these examples, the sentiment strength is calculated based on the aspect mentioned in the sentence and the context of the sentence. The values can be positive, negative, or neutral depending on the context."
1218,2016-05-16 08:09:58,2016-05-16 08:09:59,Uber Rival Didi Chuxing Plans 2018 IPO -Reuters,,['AAPL']," 0.07 

In the first example, Morrisons is experiencing sales growth for two consecutive quarters, which indicates a positive sentiment. The second example shows that IMI has reported a drop in its first-quarter organic revenue and warned about its full-year performance, indicating a negative sentiment. In the third example, Uber's rival Didi Chuxing plans an IPO, but the aspect mentioned is AAPL (Apple), which is not directly related to the news. Therefore, the sentiment strength for Apple in this context would be close to neutral or slightly positive due to the potential competition from Didi Chuxing."
1219,2016-05-16 09:03:45,2016-05-16 09:03:45,Apple CEO Tim Cook Met With Didi Chuxing President Jean Liu at Apple Store in Beijing on Monday -Reuters,,['AAPL']," 0.12 

In the given sentences, you need to analyze the sentiment strength of the aspect mentioned. For example, in the first sentence, the aspect is ""Morrisons"" and the sentiment strength is 0.43. In the second sentence, the aspect is ""IMI"" and the sentiment strength is -0.344. Similarly, for the third sentence, the aspect is ""AAPL"" and the sentiment strength is 0.12."
